"laus","sfips","cfips","county","year","lforce","employed","unemployed","unemprate"
"CN160110","16","011","Bingham County, ID","2005",20781,20068,713,3.4
"CN160130","16","013","Blaine County, ID","2005",13898,13535,363,2.6
"CN160150","16","015","Boise County, ID","2005",3635,3482,153,4.2
"CN160170","16","017","Bonner County, ID","2005",20189,19230,959,4.8
"PA160200","16","019","Bonneville County, ID","2005",48411,47070,1341,2.8
"CN160210","16","021","Boundary County, ID","2005",4172,3864,308,7.4
"CN160230","16","023","Butte County, ID","2005",1379,1324,55,4
"CN160250","16","025","Camas County, ID","2005",614,592,22,3.6
"PA160250","16","027","Canyon County, ID","2005",77740,74550,3190,4.1
"CN160290","16","029","Caribou County, ID","2005",3263,3103,160,4.9
"CN160310","16","031","Cassia County, ID","2005",9930,9508,422,4.2
"CN160330","16","033","Clark County, ID","2005",539,514,25,4.6
"CN160350","16","035","Clearwater County, ID","2005",3301,3014,287,8.7
"CN160370","16","037","Custer County, ID","2005",2569,2449,120,4.7
"CN160390","16","039","Elmore County, ID","2005",10774,10318,456,4.2
"CN160410","16","041","Franklin County, ID","2005",6141,5960,181,2.9
"CN160430","16","043","Fremont County, ID","2005",6016,5799,217,3.6
"CN160450","16","045","Gem County, ID","2005",7140,6824,316,4.4
"CN160470","16","047","Gooding County, ID","2005",8044,7819,225,2.8
"CN160490","16","049","Idaho County, ID","2005",7028,6592,436,6.2
"CN160510","16","051","Jefferson County, ID","2005",10631,10308,323,3
"CN160530","16","053","Jerome County, ID","2005",9817,9482,335,3.4
"PA160300","16","055","Kootenai County, ID","2005",66284,63523,2761,4.2
"CN160570","16","057","Latah County, ID","2005",17723,17146,577,3.3
"CN160590","16","059","Lemhi County, ID","2005",4015,3792,223,5.6
"CN160610","16","061","Lewis County, ID","2005",1720,1665,55,3.2
"CN160630","16","063","Lincoln County, ID","2005",2389,2291,98,4.1
"CN160650","16","065","Madison County, ID","2005",14802,14430,372,2.5
"CN160670","16","067","Minidoka County, ID","2005",9340,8845,495,5.3
"CN160690","16","069","Nez Perce County, ID","2005",19096,18324,772,4
"CN160710","16","071","Oneida County, ID","2005",2123,2073,50,2.4
"CN160730","16","073","Owyhee County, ID","2005",4665,4559,106,2.3
"CN160750","16","075","Payette County, ID","2005",10255,9594,661,6.4
"CN160770","16","077","Power County, ID","2005",3744,3582,162,4.3
"CN160790","16","079","Shoshone County, ID","2005",5603,5198,405,7.2
"CN160810","16","081","Teton County, ID","2005",4463,4341,122,2.7
"PA160350","16","083","Twin Falls County, ID","2005",36634,35394,1240,3.4
"CN160850","16","085","Valley County, ID","2005",4624,4419,205,4.4
"CN160870","16","087","Washington County, ID","2005",5008,4762,246,4.9
"PA170800","17","001","Adams County, IL","2005",37599,36132,1467,3.9
"CN170030","17","003","Alexander County, IL","2005",3317,3018,299,9
"CN170050","17","005","Bond County, IL","2005",8441,7965,476,5.6
"CN170070","17","007","Boone County, IL","2005",24474,22780,1694,6.9
"CN170090","17","009","Brown County, IL","2005",3296,3167,129,3.9
"CN170110","17","011","Bureau County, IL","2005",18771,17807,964,5.1
"CN170130","17","013","Calhoun County, IL","2005",2547,2385,162,6.4
"CN170150","17","015","Carroll County, IL","2005",8347,7861,486,5.8
"CN170170","17","017","Cass County, IL","2005",7579,7207,372,4.9
"CN170190","17","019","Champaign County, IL","2005",100832,96509,4323,4.3
"CN170210","17","021","Christian County, IL","2005",16931,15913,1018,6
"CN170230","17","023","Clark County, IL","2005",8492,8005,487,5.7
"CN170250","17","025","Clay County, IL","2005",6845,6410,435,6.4
"CN170270","17","027","Clinton County, IL","2005",18460,17561,899,4.9
"PA170830","17","029","Coles County, IL","2005",26284,25001,1283,4.9
"CN170310","17","031","Cook County, IL","2005",2557156,2393339,163817,6.4
"CN170330","17","033","Crawford County, IL","2005",9272,8707,565,6.1
"CN170350","17","035","Cumberland County, IL","2005",5507,5209,298,5.4
"PA170850","17","037","DeKalb County, IL","2005",53335,50501,2834,5.3
"CN170390","17","039","De Witt County, IL","2005",8363,7895,468,5.6
"CN170410","17","041","Douglas County, IL","2005",10451,9943,508,4.9
"PS170200","17","043","DuPage County, IL","2005",514513,490328,24185,4.7
"CN170450","17","045","Edgar County, IL","2005",10259,9691,568,5.5
"CN170470","17","047","Edwards County, IL","2005",3411,3243,168,4.9
"CN170490","17","049","Effingham County, IL","2005",17697,16691,1006,5.7
"CN170510","17","051","Fayette County, IL","2005",10114,9433,681,6.7
"CN170530","17","053","Ford County, IL","2005",7243,6882,361,5
"CN170550","17","055","Franklin County, IL","2005",17510,16216,1294,7.4
"CN170570","17","057","Fulton County, IL","2005",17531,16440,1091,6.2
"CN170590","17","059","Gallatin County, IL","2005",2642,2468,174,6.6
"CN170610","17","061","Greene County, IL","2005",7228,6820,408,5.6
"CN170630","17","063","Grundy County, IL","2005",23385,21730,1655,7.1
"CN170650","17","065","Hamilton County, IL","2005",4080,3847,233,5.7
"CN170670","17","067","Hancock County, IL","2005",9919,9399,520,5.2
"CN170690","17","069","Hardin County, IL","2005",1756,1611,145,8.3
"CN170710","17","071","Henderson County, IL","2005",4058,3812,246,6.1
"PA170900","17","073","Henry County, IL","2005",27235,25950,1285,4.7
"CN170750","17","075","Iroquois County, IL","2005",16473,15667,806,4.9
"PA170950","17","077","Jackson County, IL","2005",31393,29895,1498,4.8
"CN170790","17","079","Jasper County, IL","2005",5179,4856,323,6.2
"CN170810","17","081","Jefferson County, IL","2005",20283,19198,1085,5.3
"CN170830","17","083","Jersey County, IL","2005",11438,10801,637,5.6
"CN170850","17","085","Jo Daviess County, IL","2005",12937,12372,565,4.4
"CN170870","17","087","Johnson County, IL","2005",5085,4763,322,6.3
"PS170320","17","089","Kane County, IL","2005",248964,234532,14432,5.8
"PA171000","17","091","Kankakee County, IL","2005",52577,49088,3489,6.6
"CN170930","17","093","Kendall County, IL","2005",44362,42133,2229,5
"PA171050","17","095","Knox County, IL","2005",25307,23391,1916,7.6
"CN170970","17","097","Lake County, IL","2005",354595,337471,17124,4.8
"PS170400","17","099","LaSalle County, IL","2005",56608,53023,3585,6.3
"CN171010","17","101","Lawrence County, IL","2005",8339,7891,448,5.4
"CN171030","17","103","Lee County, IL","2005",17949,17006,943,5.3
"CN171050","17","105","Livingston County, IL","2005",18347,17404,943,5.1
"CN171070","17","107","Logan County, IL","2005",13282,12514,768,5.8
"CN171090","17","109","McDonough County, IL","2005",16457,15662,795,4.8
"PS170500","17","111","McHenry County, IL","2005",166951,158437,8514,5.1
"PS170520","17","113","McLean County, IL","2005",86919,83213,3706,4.3
"PS170420","17","115","Macon County, IL","2005",52730,49397,3333,6.3
"CN171170","17","117","Macoupin County, IL","2005",24331,22877,1454,6
"PA170650","17","119","Madison County, IL","2005",134600,126930,7670,5.7
"CN171210","17","121","Marion County, IL","2005",17928,16750,1178,6.6
"CN171230","17","123","Marshall County, IL","2005",7096,6772,324,4.6
"CN171250","17","125","Mason County, IL","2005",7582,7060,522,6.9
"CN171270","17","127","Massac County, IL","2005",7371,6953,418,5.7
"CN171290","17","129","Menard County, IL","2005",6963,6643,320,4.6
"CN171310","17","131","Mercer County, IL","2005",8892,8385,507,5.7
"CN171330","17","133","Monroe County, IL","2005",17203,16442,761,4.4
"CN171350","17","135","Montgomery County, IL","2005",13418,12450,968,7.2
"CN171370","17","137","Morgan County, IL","2005",17585,16572,1013,5.8
"CN171390","17","139","Moultrie County, IL","2005",7998,7659,339,4.2
"CN171410","17","141","Ogle County, IL","2005",26397,24935,1462,5.5
"CN171430","17","143","Peoria County, IL","2005",91853,87138,4715,5.1
"CN171450","17","145","Perry County, IL","2005",10354,9633,721,7
"CN171470","17","147","Piatt County, IL","2005",9092,8716,376,4.1
"CN171490","17","149","Pike County, IL","2005",8679,8240,439,5.1
"CN171510","17","151","Pope County, IL","2005",1969,1840,129,6.6
"CN171530","17","153","Pulaski County, IL","2005",2928,2687,241,8.2
"CN171550","17","155","Putnam County, IL","2005",3120,2941,179,5.7
"CN171570","17","157","Randolph County, IL","2005",15085,14236,849,5.6
"CN171590","17","159","Richland County, IL","2005",7299,6872,427,5.9
"PS170650","17","161","Rock Island County, IL","2005",77712,74006,3706,4.8
"CN171630","17","163","St. Clair County, IL","2005",120914,113028,7886,6.5
"CN171650","17","165","Saline County, IL","2005",12374,11612,762,6.2
"CN171670","17","167","Sangamon County, IL","2005",104839,99896,4943,4.7
"CN171690","17","169","Schuyler County, IL","2005",4323,4110,213,4.9
"CN171710","17","171","Scott County, IL","2005",2788,2607,181,6.5
"CN171730","17","173","Shelby County, IL","2005",11186,10577,609,5.4
"CN171750","17","175","Stark County, IL","2005",2826,2663,163,5.8
"CN171770","17","177","Stephenson County, IL","2005",25023,23662,1361,5.4
"PS170850","17","179","Tazewell County, IL","2005",68826,65537,3289,4.8
"CN171810","17","181","Union County, IL","2005",8248,7664,584,7.1
"PA171100","17","183","Vermilion County, IL","2005",37752,35274,2478,6.6
"CN171850","17","185","Wabash County, IL","2005",6568,6180,388,5.9
"CN171870","17","187","Warren County, IL","2005",8813,8307,506,5.7
"CN171890","17","189","Washington County, IL","2005",8568,8177,391,4.6
"CN171910","17","191","Wayne County, IL","2005",8132,7708,424,5.2
"CN171930","17","193","White County, IL","2005",7901,7498,403,5.1
"PA171150","17","195","Whiteside County, IL","2005",29744,27977,1767,5.9
"CN171970","17","197","Will County, IL","2005",335484,316043,19441,5.8
"PA171200","17","199","Williamson County, IL","2005",33287,31439,1848,5.6
"CN172010","17","201","Winnebago County, IL","2005",140228,130949,9279,6.6
"CN172030","17","203","Woodford County, IL","2005",19976,19195,781,3.9
"CN180010","18","001","Adams County, IN","2005",16550,15767,783,4.7
"CN180030","18","003","Allen County, IN","2005",178841,169581,9260,5.2
"PA180450","18","005","Bartholomew County, IN","2005",37377,35601,1776,4.8
"CN180070","18","007","Benton County, IN","2005",4598,4360,238,5.2
"CN180090","18","009","Blackford County, IN","2005",6813,6335,478,7
"CN180110","18","011","Boone County, IN","2005",27174,26072,1102,4.1
"CN180130","18","013","Brown County, IN","2005",7998,7553,445,5.6
"CN180150","18","015","Carroll County, IN","2005",10511,9974,537,5.1
"CN180170","18","017","Cass County, IN","2005",19265,18174,1091,5.7
"PA180500","18","019","Clark County, IN","2005",53351,50605,2746,5.1
"CN180210","18","021","Clay County, IN","2005",13305,12388,917,6.9
"CN180230","18","023","Clinton County, IN","2005",17000,16053,947,5.6
"CN180250","18","025","Crawford County, IN","2005",5427,5018,409,7.5
"CN180270","18","027","Daviess County, IN","2005",14882,14279,603,4.1
"CN180290","18","029","Dearborn County, IN","2005",26416,24933,1483,5.6
"CN180310","18","031","Decatur County, IN","2005",12691,12060,631,5
"CN180330","18","033","DeKalb County, IN","2005",21899,20546,1353,6.2
"CN180350","18","035","Delaware County, IN","2005",56075,52299,3776,6.7
"CN180370","18","037","Dubois County, IN","2005",22399,21538,861,3.8
"PS180100","18","039","Elkhart County, IN","2005",101892,97258,4634,4.5
"CN180410","18","041","Fayette County, IN","2005",11440,10533,907,7.9
"PA180550","18","043","Floyd County, IN","2005",37472,35553,1919,5.1
"CN180450","18","045","Fountain County, IN","2005",8799,8330,469,5.3
"CN180470","18","047","Franklin County, IN","2005",12045,11286,759,6.3
"CN180490","18","049","Fulton County, IN","2005",10460,9907,553,5.3
"CN180510","18","051","Gibson County, IN","2005",17302,16459,843,4.9
"PA180600","18","053","Grant County, IN","2005",33299,30535,2764,8.3
"CN180550","18","055","Greene County, IN","2005",16726,15631,1095,6.5
"PA180650","18","057","Hamilton County, IN","2005",130720,126210,4510,3.5
"CN180590","18","059","Hancock County, IN","2005",34420,32965,1455,4.2
"CN180610","18","061","Harrison County, IN","2005",19617,18396,1221,6.2
"PA180700","18","063","Hendricks County, IN","2005",69425,66652,2773,4
"PA180750","18","065","Henry County, IN","2005",23031,21488,1543,6.7
"CN180670","18","067","Howard County, IN","2005",39151,36633,2518,6.4
"CN180690","18","069","Huntington County, IN","2005",20613,19471,1142,5.5
"CN180710","18","071","Jackson County, IN","2005",22187,21128,1059,4.8
"CN180730","18","073","Jasper County, IN","2005",15217,14366,851,5.6
"CN180750","18","075","Jay County, IN","2005",11635,11018,617,5.3
"CN180770","18","077","Jefferson County, IN","2005",17387,16471,916,5.3
"CN180790","18","079","Jennings County, IN","2005",13980,13055,925,6.6
"PA180850","18","081","Johnson County, IN","2005",70035,67032,3003,4.3
"CN180830","18","083","Knox County, IN","2005",19252,18279,973,5.1
"PA181050","18","085","Kosciusko County, IN","2005",41327,39567,1760,4.3
"CN180870","18","087","LaGrange County, IN","2005",17334,16494,840,4.8
"CN180890","18","089","Lake County, IN","2005",225290,211604,13686,6.1
"PS180400","18","091","LaPorte County, IN","2005",53043,49885,3158,6
"CN180930","18","093","Lawrence County, IN","2005",22429,20715,1714,7.6
"CN180950","18","095","Madison County, IN","2005",63171,59077,4094,6.5
"PS180300","18","097","Marion County, IN","2005",459301,434238,25063,5.5
"CN180990","18","099","Marshall County, IN","2005",22730,21559,1171,5.2
"CN181010","18","101","Martin County, IN","2005",5159,4883,276,5.3
"CN181030","18","103","Miami County, IN","2005",17367,16303,1064,6.1
"CN181050","18","105","Monroe County, IN","2005",66661,63495,3166,4.7
"CN181070","18","107","Montgomery County, IN","2005",19875,18960,915,4.6
"PA181350","18","109","Morgan County, IN","2005",37194,35376,1818,4.9
"CN181110","18","111","Newton County, IN","2005",7080,6705,375,5.3
"CN181130","18","113","Noble County, IN","2005",23774,22336,1438,6
"CN181150","18","115","Ohio County, IN","2005",3152,2987,165,5.2
"CN181170","18","117","Orange County, IN","2005",9305,8628,677,7.3
"CN181190","18","119","Owen County, IN","2005",11758,11033,725,6.2
"CN181210","18","121","Parke County, IN","2005",8107,7593,514,6.3
"CN181230","18","123","Perry County, IN","2005",9726,9166,560,5.8
"CN181250","18","125","Pike County, IN","2005",6235,5893,342,5.5
"PA180950","18","127","Porter County, IN","2005",81080,77280,3800,4.7
"CN181290","18","129","Posey County, IN","2005",13867,13200,667,4.8
"CN181310","18","131","Pulaski County, IN","2005",7073,6725,348,4.9
"CN181330","18","133","Putnam County, IN","2005",17793,16627,1166,6.6
"CN181350","18","135","Randolph County, IN","2005",13091,12140,951,7.3
"CN181370","18","137","Ripley County, IN","2005",14871,14096,775,5.2
"CN181390","18","139","Rush County, IN","2005",9553,9111,442,4.6
"PS180470","18","141","St. Joseph County, IN","2005",134110,127085,7025,5.2
"CN181430","18","143","Scott County, IN","2005",11387,10690,697,6.1
"CN181450","18","145","Shelby County, IN","2005",23669,22503,1166,4.9
"CN181470","18","147","Spencer County, IN","2005",10720,10119,601,5.6
"CN181490","18","149","Starke County, IN","2005",10629,9896,733,6.9
"CN181510","18","151","Steuben County, IN","2005",17002,15951,1051,6.2
"CN181530","18","153","Sullivan County, IN","2005",9286,8605,681,7.3
"CN181550","18","155","Switzerland County, IN","2005",5766,5497,269,4.7
"CN181570","18","157","Tippecanoe County, IN","2005",79357,75577,3780,4.8
"CN181590","18","159","Tipton County, IN","2005",8074,7619,455,5.6
"CN181610","18","161","Union County, IN","2005",3873,3660,213,5.5
"CN181630","18","163","Vanderburgh County, IN","2005",91414,86710,4704,5.1
"CN181650","18","165","Vermillion County, IN","2005",8124,7532,592,7.3
"PS180600","18","167","Vigo County, IN","2005",49865,46534,3331,6.7
"CN181690","18","169","Wabash County, IN","2005",17706,16557,1149,6.5
"CN181710","18","171","Warren County, IN","2005",4778,4567,211,4.4
"CN181730","18","173","Warrick County, IN","2005",30594,29190,1404,4.6
"CN181750","18","175","Washington County, IN","2005",14006,13154,852,6.1
"PA181000","18","177","Wayne County, IN","2005",33002,30697,2305,7
"CN181790","18","179","Wells County, IN","2005",14857,14156,701,4.7
"CN181810","18","181","White County, IN","2005",12256,11560,696,5.7
"CN181830","18","183","Whitley County, IN","2005",17675,16789,886,5
"CN190010","19","001","Adair County, IA","2005",4394,4217,177,4
"CN190030","19","003","Adams County, IA","2005",1993,1889,104,5.2
"CN190050","19","005","Allamakee County, IA","2005",7986,7565,421,5.3
"CN190070","19","007","Appanoose County, IA","2005",6464,6126,338,5.2
"CN190090","19","009","Audubon County, IA","2005",3350,3196,154,4.6
"CN190110","19","011","Benton County, IA","2005",14412,13725,687,4.8
"PS190020","19","013","Black Hawk County, IA","2005",71408,68288,3120,4.4
"CN190150","19","015","Boone County, IA","2005",15352,14818,534,3.5
"CN190170","19","017","Bremer County, IA","2005",13713,13206,507,3.7
"CN190190","19","019","Buchanan County, IA","2005",11151,10639,512,4.6
"CN190210","19","021","Buena Vista County, IA","2005",10269,9875,394,3.8
"CN190230","19","023","Butler County, IA","2005",8094,7705,389,4.8
"CN190250","19","025","Calhoun County, IA","2005",5145,4939,206,4
"CN190270","19","027","Carroll County, IA","2005",12251,11882,369,3
"CN190290","19","029","Cass County, IA","2005",7617,7264,353,4.6
"CN190310","19","031","Cedar County, IA","2005",10567,10168,399,3.8
"CN190330","19","033","Cerro Gordo County, IA","2005",26073,24930,1143,4.4
"CN190350","19","035","Cherokee County, IA","2005",6563,6256,307,4.7
"CN190370","19","037","Chickasaw County, IA","2005",6227,5897,330,5.3
"CN190390","19","039","Clarke County, IA","2005",4637,4396,241,5.2
"CN190410","19","041","Clay County, IA","2005",9477,9099,378,4
"CN190430","19","043","Clayton County, IA","2005",9484,8864,620,6.5
"PA190400","19","045","Clinton County, IA","2005",26790,25511,1279,4.8
"CN190470","19","047","Crawford County, IA","2005",9160,8807,353,3.9
"CN190490","19","049","Dallas County, IA","2005",29397,28397,1000,3.4
"CN190510","19","051","Davis County, IA","2005",4119,3898,221,5.4
"CN190530","19","053","Decatur County, IA","2005",4186,3981,205,4.9
"CN190550","19","055","Delaware County, IA","2005",10429,9968,461,4.4
"CN190570","19","057","Des Moines County, IA","2005",20837,19699,1138,5.5
"CN190590","19","059","Dickinson County, IA","2005",10149,9711,438,4.3
"CN190610","19","061","Dubuque County, IA","2005",50725,48516,2209,4.4
"CN190630","19","063","Emmet County, IA","2005",5935,5672,263,4.4
"CN190650","19","065","Fayette County, IA","2005",11064,10506,558,5
"CN190670","19","067","Floyd County, IA","2005",8800,8356,444,5
"CN190690","19","069","Franklin County, IA","2005",5709,5441,268,4.7
"CN190710","19","071","Fremont County, IA","2005",3942,3784,158,4
"CN190730","19","073","Greene County, IA","2005",5049,4816,233,4.6
"CN190750","19","075","Grundy County, IA","2005",6865,6605,260,3.8
"CN190770","19","077","Guthrie County, IA","2005",6107,5851,256,4.2
"CN190790","19","079","Hamilton County, IA","2005",8659,8321,338,3.9
"CN190810","19","081","Hancock County, IA","2005",6322,6035,287,4.5
"CN190830","19","083","Hardin County, IA","2005",8932,8507,425,4.8
"CN190850","19","085","Harrison County, IA","2005",8056,7677,379,4.7
"CN190870","19","087","Henry County, IA","2005",10476,9955,521,5
"CN190890","19","089","Howard County, IA","2005",5189,4960,229,4.4
"CN190910","19","091","Humboldt County, IA","2005",5183,4991,192,3.7
"CN190930","19","093","Ida County, IA","2005",3918,3761,157,4
"CN190950","19","095","Iowa County, IA","2005",8808,8417,391,4.4
"CN190970","19","097","Jackson County, IA","2005",11169,10575,594,5.3
"CN190990","19","099","Jasper County, IA","2005",18621,17521,1100,5.9
"CN191010","19","101","Jefferson County, IA","2005",8275,7889,386,4.7
"CN191030","19","103","Johnson County, IA","2005",73707,71377,2330,3.2
"CN191050","19","105","Jones County, IA","2005",10410,9911,499,4.8
"CN191070","19","107","Keokuk County, IA","2005",5807,5530,277,4.8
"CN191090","19","109","Kossuth County, IA","2005",8869,8514,355,4
"CN191110","19","111","Lee County, IA","2005",17378,16234,1144,6.6
"PS190100","19","113","Linn County, IA","2005",113093,108222,4871,4.3
"CN191150","19","115","Louisa County, IA","2005",6251,5974,277,4.4
"CN191170","19","117","Lucas County, IA","2005",4831,4580,251,5.2
"CN191190","19","119","Lyon County, IA","2005",6443,6253,190,2.9
"CN191210","19","121","Madison County, IA","2005",8129,7758,371,4.6
"CN191230","19","123","Mahaska County, IA","2005",11631,11130,501,4.3
"CN191250","19","125","Marion County, IA","2005",17574,16875,699,4
"CN191270","19","127","Marshall County, IA","2005",20455,19472,983,4.8
"CN191290","19","129","Mills County, IA","2005",8166,7832,334,4.1
"CN191310","19","131","Mitchell County, IA","2005",5339,5111,228,4.3
"CN191330","19","133","Monona County, IA","2005",4706,4436,270,5.7
"CN191350","19","135","Monroe County, IA","2005",3868,3672,196,5.1
"CN191370","19","137","Montgomery County, IA","2005",5844,5589,255,4.4
"CN191390","19","139","Muscatine County, IA","2005",23351,22441,910,3.9
"CN191410","19","141","O'Brien County, IA","2005",7589,7300,289,3.8
"CN191430","19","143","Osceola County, IA","2005",3434,3297,137,4
"CN191450","19","145","Page County, IA","2005",8106,7793,313,3.9
"CN191470","19","147","Palo Alto County, IA","2005",5093,4890,203,4
"CN191490","19","149","Plymouth County, IA","2005",14068,13572,496,3.5
"CN191510","19","151","Pocahontas County, IA","2005",3857,3696,161,4.2
"CN191530","19","153","Polk County, IA","2005",227664,218496,9168,4
"CN191550","19","155","Pottawattamie County, IA","2005",48596,46197,2399,4.9
"CN191570","19","157","Poweshiek County, IA","2005",10258,9784,474,4.6
"CN191590","19","159","Ringgold County, IA","2005",2424,2313,111,4.6
"CN191610","19","161","Sac County, IA","2005",5749,5522,227,3.9
"CN191630","19","163","Scott County, IA","2005",88014,84089,3925,4.5
"CN191650","19","165","Shelby County, IA","2005",7059,6795,264,3.7
"CN191670","19","167","Sioux County, IA","2005",18812,18262,550,2.9
"PA190070","19","169","Story County, IA","2005",46855,45424,1431,3.1
"CN191710","19","171","Tama County, IA","2005",8968,8467,501,5.6
"CN191730","19","173","Taylor County, IA","2005",3361,3232,129,3.8
"CN191750","19","175","Union County, IA","2005",6330,6015,315,5
"CN191770","19","177","Van Buren County, IA","2005",3807,3610,197,5.2
"CN191790","19","179","Wapello County, IA","2005",19126,18078,1048,5.5
"CN191810","19","181","Warren County, IA","2005",24565,23659,906,3.7
"CN191830","19","183","Washington County, IA","2005",12234,11772,462,3.8
"CN191850","19","185","Wayne County, IA","2005",3162,3015,147,4.6
"CN191870","19","187","Webster County, IA","2005",19678,18830,848,4.3
"CN191890","19","189","Winnebago County, IA","2005",5943,5672,271,4.6
"CN191910","19","191","Winneshiek County, IA","2005",12415,11892,523,4.2
"PS190200","19","193","Woodbury County, IA","2005",53260,50665,2595,4.9
"CN191950","19","195","Worth County, IA","2005",4604,4392,212,4.6
"CN191970","19","197","Wright County, IA","2005",7144,6838,306,4.3
"CN200010","20","001","Allen County, KS","2005",7193,6802,391,5.4
"CN200030","20","003","Anderson County, KS","2005",4038,3795,243,6
"CN200050","20","005","Atchison County, KS","2005",8674,8191,483,5.6
"CN200070","20","007","Barber County, KS","2005",2599,2503,96,3.7
"CN200090","20","009","Barton County, KS","2005",14784,14181,603,4.1
"CN200110","20","011","Bourbon County, KS","2005",8676,8233,443,5.1
"CN200130","20","013","Brown County, KS","2005",5598,5325,273,4.9
"CN200150","20","015","Butler County, KS","2005",32029,30239,1790,5.6
"CN200170","20","017","Chase County, KS","2005",1688,1617,71,4.2
"CN200190","20","019","Chautauqua County, KS","2005",1964,1859,105,5.3
"CN200210","20","021","Cherokee County, KS","2005",10894,10181,713,6.5
"CN200230","20","023","Cheyenne County, KS","2005",1538,1468,70,4.6
"CN200250","20","025","Clark County, KS","2005",1181,1139,42,3.6
"CN200270","20","027","Clay County, KS","2005",4870,4668,202,4.1
"CN200290","20","029","Cloud County, KS","2005",5683,5465,218,3.8
"CN200310","20","031","Coffey County, KS","2005",5153,4861,292,5.7
"CN200330","20","033","Comanche County, KS","2005",1074,1042,32,3
"CN200350","20","035","Cowley County, KS","2005",17749,16758,991,5.6
"CN200370","20","037","Crawford County, KS","2005",19434,18304,1130,5.8
"CN200390","20","039","Decatur County, KS","2005",1698,1640,58,3.4
"CN200410","20","041","Dickinson County, KS","2005",10538,10058,480,4.6
"CN200430","20","043","Doniphan County, KS","2005",4436,4153,283,6.4
"CN200450","20","045","Douglas County, KS","2005",63150,60603,2547,4
"CN200470","20","047","Edwards County, KS","2005",1786,1725,61,3.4
"CN200490","20","049","Elk County, KS","2005",1451,1370,81,5.6
"CN200510","20","051","Ellis County, KS","2005",16626,16056,570,3.4
"CN200530","20","053","Ellsworth County, KS","2005",3397,3262,135,4
"CN200550","20","055","Finney County, KS","2005",18049,17292,757,4.2
"CN200570","20","057","Ford County, KS","2005",16666,16058,608,3.6
"CN200590","20","059","Franklin County, KS","2005",13863,13064,799,5.8
"CN200610","20","061","Geary County, KS","2005",11142,10471,671,6
"CN200630","20","063","Gove County, KS","2005",1516,1469,47,3.1
"CN200650","20","065","Graham County, KS","2005",1410,1359,51,3.6
"CN200670","20","067","Grant County, KS","2005",3784,3647,137,3.6
"CN200690","20","069","Gray County, KS","2005",3152,3056,96,3
"CN200710","20","071","Greeley County, KS","2005",742,711,31,4.2
"CN200730","20","073","Greenwood County, KS","2005",3611,3417,194,5.4
"CN200750","20","075","Hamilton County, KS","2005",1245,1203,42,3.4
"CN200770","20","077","Harper County, KS","2005",3418,3291,127,3.7
"CN200790","20","079","Harvey County, KS","2005",18021,17200,821,4.6
"CN200810","20","081","Haskell County, KS","2005",2145,2077,68,3.2
"CN200830","20","083","Hodgeman County, KS","2005",965,926,39,4
"CN200850","20","085","Jackson County, KS","2005",7154,6735,419,5.9
"CN200870","20","087","Jefferson County, KS","2005",10143,9611,532,5.2
"CN200890","20","089","Jewell County, KS","2005",1973,1909,64,3.2
"CN200910","20","091","Johnson County, KS","2005",290841,277339,13502,4.6
"CN200930","20","093","Kearny County, KS","2005",2018,1931,87,4.3
"CN200950","20","095","Kingman County, KS","2005",4330,4145,185,4.3
"CN200970","20","097","Kiowa County, KS","2005",1615,1558,57,3.5
"CN200990","20","099","Labette County, KS","2005",10442,9757,685,6.6
"CN201010","20","101","Lane County, KS","2005",1063,1025,38,3.6
"PA200400","20","103","Leavenworth County, KS","2005",33097,31031,2066,6.2
"CN201050","20","105","Lincoln County, KS","2005",1804,1726,78,4.3
"CN201070","20","107","Linn County, KS","2005",4896,4536,360,7.4
"CN201090","20","109","Logan County, KS","2005",1552,1496,56,3.6
"CN201110","20","111","Lyon County, KS","2005",19499,18597,902,4.6
"CN201130","20","113","McPherson County, KS","2005",17074,16421,653,3.8
"CN201150","20","115","Marion County, KS","2005",6776,6488,288,4.3
"CN201170","20","117","Marshall County, KS","2005",5915,5692,223,3.8
"CN201190","20","119","Meade County, KS","2005",2150,2071,79,3.7
"CN201210","20","121","Miami County, KS","2005",16328,15481,847,5.2
"CN201230","20","123","Mitchell County, KS","2005",3438,3306,132,3.8
"CN201250","20","125","Montgomery County, KS","2005",16892,15891,1001,5.9
"CN201270","20","127","Morris County, KS","2005",2912,2764,148,5.1
"CN201290","20","129","Morton County, KS","2005",1707,1647,60,3.5
"CN201310","20","131","Nemaha County, KS","2005",5419,5218,201,3.7
"CN201330","20","133","Neosho County, KS","2005",8784,8336,448,5.1
"CN201350","20","135","Ness County, KS","2005",1700,1644,56,3.3
"CN201370","20","137","Norton County, KS","2005",2724,2623,101,3.7
"CN201390","20","139","Osage County, KS","2005",9120,8548,572,6.3
"CN201410","20","141","Osborne County, KS","2005",2297,2208,89,3.9
"CN201430","20","143","Ottawa County, KS","2005",3366,3211,155,4.6
"CN201450","20","145","Pawnee County, KS","2005",3863,3715,148,3.8
"CN201470","20","147","Phillips County, KS","2005",3077,2963,114,3.7
"CN201490","20","149","Pottawatomie County, KS","2005",10807,10360,447,4.1
"CN201510","20","151","Pratt County, KS","2005",5490,5291,199,3.6
"CN201530","20","153","Rawlins County, KS","2005",1337,1284,53,4
"PA200550","20","155","Reno County, KS","2005",32555,30914,1641,5
